ticker,Name,Sector,Industry
GFN,General Finance Corporation,Technology,Diversified Commercial Services
GIS,"General Mills, Inc.",Consumer Non-Durables,Packaged Foods
GMO,"General Moly, Inc",Basic Industries,Precious Metals
GM,General Motors Company,Capital Goods,Auto Manufacturing
GCO,Genesco Inc.,Consumer Services,Clothing/Shoe/Accessory Stores
GWR,"Genesee & Wyoming, Inc.",Transportation,Railroads
GEL,"Genesis Energy, L.P.",Energy,Oil Refining/Marketing
GENE,Genetic Technologies Ltd,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNE,Genie Energy Ltd.,Public Utilities,Power Generation
GNMK,"GenMark Diagnostics, Inc.",Health Care,Medical/Dental Instruments
GNCA,"Genocea Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GHDX,"Genomic Health, Inc.",Health Care,Medical Specialities
G,Genpact Limited,Consumer Services,Professional Services
GNTX,Gentex Corporation,Capital Goods,Auto Parts:O.E.M.
THRM,Gentherm Inc,Capital Goods,Auto Parts:O.E.M.
GPC,Genuine Parts Company,Capital Goods,Automotive Aftermarket
GNW,Genworth Financial Inc,Finance,Life Insurance
GEO,Geo Group Inc (The),Consumer Services,Real Estate Investment Trusts
GEOS,Geospace Technologies Corporation,Capital Goods,Industrial Machinery/Components
GGB,Gerdau S.A.,Capital Goods,Steel/Iron Ore
GABC,"German American Bancorp, Inc.",Finance,Major Banks
GERN,Geron Corporation,Health Care,Major Pharmaceuticals
GTY,Getty Realty Corporation,Finance,Real Estate
GEVO,"Gevo, Inc.",Basic Industries,Major Chemicals
GGP,GGP Inc.,Consumer Services,Real Estate Investment Trusts
ROCK,"Gibraltar Industries, Inc.",Capital Goods,Steel/Iron Ore
GIGM,GigaMedia Limited,Technology,"Computer Software: Programming, Data Processing"
GIMO,Gigamon Inc.,Technology,EDP Services
GIII,"G-III Apparel Group, LTD.",Consumer Non-Durables,Apparel
GILT,Gilat Satellite Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment
GIL,"Gildan Activewear, Inc.",Consumer Non-Durables,Apparel
GILD,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GBCI,"Glacier Bancorp, Inc.",Finance,Major Banks
GLAD,Gladstone Capital Corporation,Consumer Non-Durables,Textiles
GOOD,Gladstone Commercial Corporation,Consumer Services,Real Estate
GLT,Glatfelter,Basic Industries,Paper
GSK,GlaxoSmithKline PLC,Health Care,Major Pharmaceuticals
BRSS,"Global Brass and Copper Holdings, Inc.",Capital Goods,Metal Fabrications
ENT,Global Eagle Entertainment Inc.,Consumer Services,Telecommunications Equipment
GLP,Global Partners LP,Energy,Oil Refining/Marketing
GPN,Global Payments Inc.,Miscellaneous,Business Services
GSL,"Global Ship Lease, Inc.",Transportation,Marine Transportation
GSB,"GlobalSCAPE, Inc.",Technology,Computer Software: Prepackaged Software
GSAT,"Globalstar, Inc.",Consumer Services,Telecommunications Equipment
GLOB,Globant S.A.,Technology,EDP Services
GMED,"Globus Medical, Inc.",Health Care,Medical/Dental Instruments
GLUU,Glu Mobile Inc.,Technology,EDP Services
GLYC,"GlycoMimetics, Inc.",Health Care,Major Pharmaceuticals
GNC,"GNC Holdings, Inc.",Consumer Non-Durables,Food Chains
GOGO,Gogo Inc.,Consumer Services,Telecommunications Equipment
GOL,Gol Linhas Aereas Inteligentes S.A.,Transportation,Air Freight/Delivery Services
GLNG,Golar LNG Limited,Consumer Services,Marine Transportation
GMLP,Golar LNG Partners LP,Consumer Services,Marine Transportation
GFI,Gold Fields Limited,Basic Industries,Precious Metals
GORO,Gold Resource Corporation,Basic Industries,Precious Metals
GG,Goldcorp Inc.,Basic Industries,Precious Metals
AUMN,Golden Minerals Company,Basic Industries,Precious Metals
GSS,"Golden Star Resources, Ltd",Basic Industries,Precious Metals
GV,Goldfield Corporation (The),Basic Industries,Water Supply
GS,"Goldman Sachs Group, Inc. (The)",Finance,Investment Bankers/Brokers/Service
GTIM,Good Times Restaurants Inc.,Consumer Services,Restaurants
GPRO,"GoPro, Inc.",Miscellaneous,Industrial Machinery/Components
GRC,Gorman-Rupp Company (The),Capital Goods,Fluid Controls
GOV,Government Properties Income Trust,Finance,Real Estate
GPX,GP Strategies Corporation,Consumer Services,Other Consumer Services
GGG,Graco Inc.,Capital Goods,Fluid Controls
GHM,Graham Corporation,Technology,Industrial Machinery/Components
GPT,Gramercy Property Trust,Consumer Services,Real Estate Investment Trusts
GTE,Gran Tierra Energy Inc.,Energy,Oil & Gas Production
LOPE,"Grand Canyon Education, Inc.",Consumer Services,Other Consumer Services
GVA,Granite Construction Incorporated,Basic Industries,Military/Government/Technical
GTN,"Gray Television, Inc.",Consumer Services,Broadcasting
GLDD,Great Lakes Dredge & Dock Corporation,Basic Industries,Military/Government/Technical
GPL,Great Panther Silver Limited,Basic Industries,Precious Metals
GXP,Great Plains Energy Inc,Public Utilities,Electric Utilities: Central
GSBC,"Great Southern Bancorp, Inc.",Finance,Major Banks
GWB,"Great Western Bancorp, Inc.",Finance,Major Banks
GRBK,"Green Brick Partners, Inc.",Capital Goods,Homebuilding
GDOT,Green Dot Corporation,Finance,Finance: Consumer Services
GPRE,"Green Plains, Inc.",Basic Industries,Major Chemicals
GBX,"Greenbrier Companies, Inc. (The)",Capital Goods,Railroads
GHL,"Greenhill & Co., Inc.",Finance,Investment Bankers/Brokers/Service
GLRE,"Greenlight Reinsurance, Ltd.",Finance,Property-Casualty Insurers
GFF,Griffon Corporation,Capital Goods,Building Products
GRFS,"Grifols, S.A.",Health Care,Major Pharmaceuticals
GRPN,"Groupon, Inc.",Technology,Advertising
GRUB,GrubHub Inc.,Miscellaneous,Business Services
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",Transportation,Aerospace
GGAL,Grupo Financiero Galicia S.A.,Finance,Commercial Banks
BSMX,Grupo Financiero Santander Mexico S.A. B. de C.V.,Finance,Commercial Banks
TV,Grupo Televisa S.A.,Consumer Services,Broadcasting
GSIT,"GSI Technology, Inc.",Technology,Semiconductors
GTT,"GTT Communications, Inc.",Public Utilities,Telecommunications Equipment
GSH,Guangshen Railway Company Limited,Transportation,Railroads
GES,"Guess?, Inc.",Consumer Non-Durables,Apparel
GWRE,"Guidewire Software, Inc.",Technology,Computer Software: Prepackaged Software
GIFI,"Gulf Island Fabrication, Inc.",Capital Goods,Metal Fabrications
GURE,"Gulf Resources, Inc.",Basic Industries,Major Chemicals
GPOR,Gulfport Energy Corporation,Energy,Oil & Gas Production
GWPH,GW Pharmaceuticals Plc,Health Care,Major Pharmaceuticals
HRB,"H&R Block, Inc.",Consumer Services,Other Consumer Services
FUL,H. B. Fuller Company,Basic Industries,Home Furnishings
HAE,Haemonetics Corporation,Health Care,Medical/Dental Instruments
HK,Halcon Resources Corporation,Energy,Oil & Gas Production
HNRG,Hallador Energy Company,Energy,Coal Mining
HAL,Halliburton Company,Energy,Oilfield Services/Equipment
HALL,"Hallmark Financial Services, Inc.",Finance,Property-Casualty Insurers
HALO,"Halozyme Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HYH,"Halyard Health, Inc.",Health Care,Industrial Specialties
HBHC,Hancock Holding Company,Finance,Major Banks
HBI,Hanesbrands Inc.,Consumer Services,Clothing/Shoe/Accessory Stores
HAFC,Hanmi Financial Corporation,Finance,Major Banks
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Consumer Services,Real Estate Investment Trusts
HDNG,Hardinge Inc.,Capital Goods,Industrial Machinery/Components
HOG,"Harley-Davidson, Inc.",Consumer Non-Durables,Motor Vehicles
HLIT,Harmonic Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
HMY,Harmony Gold Mining Company Limited,Basic Industries,Precious Metals
HRS,Harris Corporation,Capital Goods,Industrial Machinery/Components
HSC,Harsco Corporation,Capital Goods,Metal Fabrications
HHS,"Harte-Hanks, Inc.",Technology,Advertising
HIG,"Hartford Financial Services Group, Inc. (The)",Finance,Property-Casualty Insurers
HBIO,"Harvard Bioscience, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
HAS,"Hasbro, Inc.",Consumer Non-Durables,Recreational Products/Toys
HVT,"Haverty Furniture Companies, Inc.",Consumer Services,Other Specialty Stores
HE,"Hawaiian Electric Industries, Inc.",Public Utilities,Electric Utilities: Central
HA,"Hawaiian Holdings, Inc.",Transportation,Air Freight/Delivery Services
HAYN,"Haynes International, Inc.",Capital Goods,Steel/Iron Ore
HCHC,"HC2 Holdings, Inc.",Capital Goods,Metal Fabrications
HCA,"HCA Healthcare, Inc.",Health Care,Hospital/Nursing Management
HCI,"HCI Group, Inc.",Finance,Property-Casualty Insurers
HCP,"HCP, Inc.",Consumer Services,Real Estate Investment Trusts
HDS,"HD Supply Holdings, Inc.",Consumer Services,Office Equipment/Supplies/Services
HDB,HDFC Bank Limited,Finance,Commercial Banks
HIIQ,"Health Insurance Innovations, Inc.",Finance,Specialty Insurers
HR,Healthcare Realty Trust Incorporated,Consumer Services,Real Estate Investment Trusts
HCSG,"Healthcare Services Group, Inc.",Health Care,Hospital/Nursing Management
HTA,"Healthcare Trust of America, Inc.",Consumer Services,Real Estate Investment Trusts
HQY,"HealthEquity, Inc.",Miscellaneous,Business Services
HLS,HealthSouth Corporation,Health Care,Hospital/Nursing Management
HSTM,"HealthStream, Inc.",Technology,"Computer Software: Programming, Data Processing"
HTLD,"Heartland Express, Inc.",Transportation,Trucking Freight/Courier Services
HTLF,"Heartland Financial USA, Inc.",Finance,Major Banks
HL,Hecla Mining Company,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HEI,Heico Corporation,Capital Goods,Aerospace
HSII,"Heidrick & Struggles International, Inc.",Technology,Diversified Commercial Services
HLX,"Helix Energy Solutions Group, Inc.",Energy,Oilfield Services/Equipment
HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Production
HSIC,"Henry Schein, Inc.",Health Care,Medical Specialities
HLF,Herbalife LTD.,Health Care,Other Pharmaceuticals
HTBK,Heritage Commerce Corp,Finance,Major Banks
HFWA,Heritage Financial Corporation,Finance,Banks
HRTG,"Heritage Insurance Holdings, Inc.",Finance,Property-Casualty Insurers
HCCI,"Heritage-Crystal Clean, Inc.",Basic Industries,Miscellaneous
HRTX,"Heron Therapeutics, Inc.  ",Health Care,Major Pharmaceuticals
HT,Hersha Hospitality Trust,Consumer Services,Real Estate Investment Trusts
HSY,Hershey Company (The),Consumer Non-Durables,Specialty Foods
HTZ,"Hertz Global Holdings, Inc",Consumer Services,Rental/Leasing Companies
HES,Hess Corporation,Energy,Integrated oil Companies
HXL,Hexcel Corporation,Basic Industries,Major Chemicals
HF,"HFF, Inc.",Consumer Services,Real Estate
HIBB,"Hibbett Sports, Inc.",Consumer Services,Other Specialty Stores
HCLP,Hi-Crush Partners LP,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HPJ,Highpower International Inc,Miscellaneous,Industrial Machinery/Components
HIW,"Highwoods Properties, Inc.",Consumer Services,Real Estate Investment Trusts
HIL,"Hill International, Inc.",Consumer Services,Military/Government/Technical
HRC,Hill-Rom Holdings Inc,Health Care,Medical/Dental Instruments
HTH,Hilltop Holdings Inc.,Finance,Major Banks
HLT,Hilton Worldwide Holdings Inc.,Consumer Services,Hotels/Resorts
HIMX,"Himax Technologies, Inc.",Technology,Semiconductors
HMSY,HMS Holdings Corp,Miscellaneous,Business Services
HEP,"Holly Energy Partners, L.P.",Energy,Natural Gas Distribution
HFC,HollyFrontier Corporation,Energy,Integrated oil Companies
HOLI,"Hollysys Automation Technologies, Ltd.",Energy,Industrial Machinery/Components
HOLX,"Hologic, Inc.",Health Care,Medical Electronics
HOMB,"Home BancShares, Inc.",Finance,Major Banks
HD,"Home Depot, Inc. (The)",Consumer Services,RETAIL: Building Materials
HMST,"HomeStreet, Inc.",Finance,Major Banks
HTBI,"HomeTrust Bancshares, Inc.",Finance,Savings Institutions
HMC,"Honda Motor Company, Ltd.",Capital Goods,Auto Manufacturing
HON,Honeywell International Inc.,Capital Goods,Auto Parts:O.E.M.
HMN,Horace Mann Educators Corporation,Finance,Property-Casualty Insurers
HBNC,Horizon Bancorp (IN),Finance,Major Banks
HZNP,Horizon Pharma plc,Health Care,Major Pharmaceuticals
HRL,Hormel Foods Corporation,Consumer Non-Durables,Meat/Poultry/Fish
HOS,Hornbeck Offshore Services,Consumer Services,Marine Transportation
HDP,"Hortonworks, Inc.",Technology,Computer Software: Prepackaged Software
HPT,Hospitality Properties Trust,Consumer Services,Real Estate Investment Trusts
HST,"Host Hotels & Resorts, Inc.",Consumer Services,Real Estate Investment Trusts
HMHC,Houghton Mifflin Harcourt Company,Consumer Services,Books
HUSA,Houston American Energy Corporation,Energy,Oil & Gas Production
HWCC,Houston Wire & Cable Company,Consumer Non-Durables,Telecommunications Equipment
HOV,Hovnanian Enterprises Inc,Capital Goods,Homebuilding
HHC,Howard Hughes Corporation (The),Consumer Services,Real Estate Investment Trusts
HPQ,HP Inc.,Technology,Computer Manufacturing
HRG,"HRG Group, Inc.",Miscellaneous,Industrial Machinery/Components
HSBC,HSBC Holdings plc,Finance,Savings Institutions
HSNI,"HSN, Inc.",Consumer Services,Other Specialty Stores
HNP,"Huaneng Power International, Inc.",Public Utilities,Electric Utilities: Central
HUBG,"Hub Group, Inc.",Transportation,Oil Refining/Marketing
HUBS,"HubSpot, Inc.",Technology,Computer Software: Prepackaged Software
HBM,Hudbay Minerals Inc.,Basic Industries,Precious Metals
HPP,"Hudson Pacific Properties, Inc.",Finance,Real Estate
HGT,Hugoton Royalty Trust,Energy,Oil & Gas Production
HUM,Humana Inc.,Health Care,Medical Specialities
HBAN,Huntington Bancshares Incorporated,Finance,Major Banks
HII,"Huntington Ingalls Industries, Inc.",Capital Goods,Marine Transportation
HUN,Huntsman Corporation,Basic Industries,Major Chemicals
HURN,Huron Consulting Group Inc.,Consumer Services,Professional Services
HBP,"Huttig Building Products, Inc.",Consumer Services,RETAIL: Building Materials
H,Hyatt Hotels Corporation,Consumer Services,Hotels/Resorts
HYGS,Hydrogenics Corporation,Basic Industries,Major Chemicals
HY,"Hyster-Yale Materials Handling, Inc.",Capital Goods,Construction/Ag Equipment/Trucks
IAG,Iamgold Corporation,Basic Industries,Precious Metals
IBKC,IBERIABANK Corporation,Finance,Major Banks
ICAD,icad inc.,Health Care,Medical/Dental Instruments
IEP,Icahn Enterprises L.P.,Capital Goods,Auto Parts:O.E.M.
ICFI,"ICF International, Inc.",Consumer Services,Professional Services
IBN,ICICI Bank Limited,Finance,Commercial Banks
ICLR,ICON plc,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ICON,"Iconix Brand Group, Inc.",Consumer Non-Durables,Shoe Manufacturing
ICUI,"ICU Medical, Inc.",Health Care,Medical/Dental Instruments
IDRA,"Idera Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IEX,IDEX Corporation,Capital Goods,Fluid Controls
IDXX,"IDEXX Laboratories, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IDT,IDT Corporation,Public Utilities,Telecommunications Equipment
RXDX,"Ignyta, Inc.",Health Care,Major Pharmaceuticals
INFO,IHS Markit Ltd.,Technology,"Computer Software: Programming, Data Processing"
KANG,"iKang Healthcare Group, Inc.",Health Care,Medical/Nursing Services
ITW,Illinois Tool Works Inc.,Technology,Industrial Machinery/Components
ILMN,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
IMAX,Imax Corporation,Miscellaneous,Industrial Machinery/Components
IMMR,Immersion Corporation,Technology,Computer peripheral equipment
IMDZ,Immune Design Corp.,Health Care,Major Pharmaceuticals
IMGN,"ImmunoGen, Inc.",Health Care,Major Pharmaceuticals
IMMU,"Immunomedics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IMH,"Impac Mortgage Holdings, Inc.",Consumer Services,Real Estate Investment Trusts
IPXL,"Impax Laboratories, Inc.",Health Care,Major Pharmaceuticals
IMO,Imperial Oil Limited,Energy,Integrated oil Companies
IMPV,"Imperva, Inc.",Technology,Computer Software: Prepackaged Software
IMMY,"Imprimis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
INCR,"INC Research Holdings, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
INCY,Incyte Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ICD,"Independence Contract Drilling, Inc.",Energy,Oil & Gas Production
IRT,"Independence Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts
INDB,Independent Bank Corp.,Finance,Major Banks
IBCP,Independent Bank Corporation,Finance,Major Banks
IBTX,"Independent Bank Group, Inc",Finance,Major Banks
INFN,Infinera Corporation,Public Utilities,Telecommunications Equipment
INFI,"Infinity Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
IPCC,Infinity Property and Casualty Corporation,Finance,Property-Casualty Insurers
INFY,Infosys Limited,Technology,EDP Services
ING,"ING Group, N.V.",Finance,Commercial Banks
